"history.ID","sites.sitename","plot.name","plot.area","event.sequence","date","date.loc","hist.cat","hist.type","est.regrowth.assumed.same.year","level","units","percent.mortality","hist.notes","plothistory.ID.v1","NEW_RECORD","GROA.site.ID"
5497.01,"Serra do Cipo","regrowth stand regenerating via spontaneous natural regeneration 3823","0.0947",1,"NAC","9","Disturbance","Grazed",NA,"NAC",NA,"100","GROA site.id #15, plot.id #9082",NA,TRUE,15
5497.02,"Serra do Cipo","regrowth stand regenerating via spontaneous natural regeneration 3823","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #15, plot.id #9082",NA,TRUE,15
5497.03,"Serra do Cipo","regrowth stand regenerating via spontaneous natural regeneration 3823","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #15, plot.id #9082",NA,TRUE,15
5498.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3824","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9083",NA,TRUE,16
5498.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3824","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9083",NA,TRUE,16
5498.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3824","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9083",NA,TRUE,16
5499.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3825","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9084",NA,TRUE,16
5499.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3825","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9084",NA,TRUE,16
5499.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3825","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9084",NA,TRUE,16
5500.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3826","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9085",NA,TRUE,16
5500.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3826","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9085",NA,TRUE,16
5500.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3826","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9085",NA,TRUE,16
5501.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3827","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9086",NA,TRUE,16
5501.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3827","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9086",NA,TRUE,16
5501.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3827","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9086",NA,TRUE,16
5502.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3828","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9087",NA,TRUE,16
5502.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3828","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9087",NA,TRUE,16
5502.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3828","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9087",NA,TRUE,16
5503.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3829","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9088",NA,TRUE,16
5503.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3829","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9088",NA,TRUE,16
5503.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3829","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9088",NA,TRUE,16
5504.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3830","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9089",NA,TRUE,16
5504.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3830","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9089",NA,TRUE,16
5504.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3830","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9089",NA,TRUE,16
5505.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3831","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9090",NA,TRUE,16
5505.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3831","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9090",NA,TRUE,16
5505.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3831","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9090",NA,TRUE,16
5506.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3832","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9091",NA,TRUE,16
5506.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3832","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9091",NA,TRUE,16
5506.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3832","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9091",NA,TRUE,16
5507.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3833","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9092",NA,TRUE,16
5507.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3833","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9092",NA,TRUE,16
5507.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3833","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9092",NA,TRUE,16
5508.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3834","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9093",NA,TRUE,16
5508.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3834","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9093",NA,TRUE,16
5508.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3834","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9093",NA,TRUE,16
5509.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3835","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9094",NA,TRUE,16
5509.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3835","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9094",NA,TRUE,16
5509.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3835","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9094",NA,TRUE,16
5510.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3836","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9095",NA,TRUE,16
5510.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3836","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9095",NA,TRUE,16
5510.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3836","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9095",NA,TRUE,16
5511.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3837","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9096",NA,TRUE,16
5511.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3837","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9096",NA,TRUE,16
5511.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3837","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9096",NA,TRUE,16
5512.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3838","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9097",NA,TRUE,16
5512.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3838","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9097",NA,TRUE,16
5512.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3838","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9097",NA,TRUE,16
5513.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3839","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9098",NA,TRUE,16
5513.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3839","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9098",NA,TRUE,16
5513.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3839","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9098",NA,TRUE,16
5514.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3840","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9099",NA,TRUE,16
5514.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3840","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9099",NA,TRUE,16
5514.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3840","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9099",NA,TRUE,16
5515.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3841","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9100",NA,TRUE,16
5515.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3841","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9100",NA,TRUE,16
5515.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3841","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9100",NA,TRUE,16
5516.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3842","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9101",NA,TRUE,16
5516.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3842","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9101",NA,TRUE,16
5516.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3842","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9101",NA,TRUE,16
5517.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3843","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9102",NA,TRUE,16
5517.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3843","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9102",NA,TRUE,16
5517.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3843","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9102",NA,TRUE,16
5518.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3844","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9103",NA,TRUE,16
5518.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3844","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9103",NA,TRUE,16
5518.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3844","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9103",NA,TRUE,16
5519.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3845","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9104",NA,TRUE,16
5519.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3845","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9104",NA,TRUE,16
5519.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3845","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9104",NA,TRUE,16
5520.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3846","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9105",NA,TRUE,16
5520.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3846","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9105",NA,TRUE,16
5520.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3846","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9105",NA,TRUE,16
5521.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3847","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9106",NA,TRUE,16
5521.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3847","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9106",NA,TRUE,16
5521.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3847","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9106",NA,TRUE,16
5522.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3848","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9107",NA,TRUE,16
5522.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3848","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9107",NA,TRUE,16
5522.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3848","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9107",NA,TRUE,16
5523.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3849","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9108",NA,TRUE,16
5523.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3849","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9108",NA,TRUE,16
5523.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3849","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9108",NA,TRUE,16
5524.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3850","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9109",NA,TRUE,16
5524.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3850","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9109",NA,TRUE,16
5524.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3850","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9109",NA,TRUE,16
5525.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3851","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9110",NA,TRUE,16
5525.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3851","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9110",NA,TRUE,16
5525.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3851","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9110",NA,TRUE,16
5526.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3852","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9111",NA,TRUE,16
5526.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3852","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9111",NA,TRUE,16
5526.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3852","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9111",NA,TRUE,16
5527.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3853","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9112",NA,TRUE,16
5527.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3853","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9112",NA,TRUE,16
5527.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3853","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9112",NA,TRUE,16
5528.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3854","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9113",NA,TRUE,16
5528.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3854","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9113",NA,TRUE,16
5528.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3854","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9113",NA,TRUE,16
5529.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3855","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9114",NA,TRUE,16
5529.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3855","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9114",NA,TRUE,16
5529.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3855","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9114",NA,TRUE,16
5530.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3856","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9115",NA,TRUE,16
5530.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3856","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9115",NA,TRUE,16
5530.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3856","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9115",NA,TRUE,16
5531.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3857","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9116",NA,TRUE,16
5531.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3857","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9116",NA,TRUE,16
5531.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3857","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9116",NA,TRUE,16
5532.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3858","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9117",NA,TRUE,16
5532.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3858","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9117",NA,TRUE,16
5532.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3858","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9117",NA,TRUE,16
5533.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3859","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9118",NA,TRUE,16
5533.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3859","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9118",NA,TRUE,16
5533.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3859","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9118",NA,TRUE,16
5534.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3860","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9119",NA,TRUE,16
5534.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3860","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9119",NA,TRUE,16
5534.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3860","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9119",NA,TRUE,16
5535.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3861","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9120",NA,TRUE,16
5535.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3861","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9120",NA,TRUE,16
5535.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3861","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9120",NA,TRUE,16
5536.01,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3862","0.0947",1,"NAC","9","Disturbance","Agriculture_generic",NA,"NAC",NA,"100","GROA site.id #16, plot.id #9121",NA,TRUE,16
5536.02,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3862","0.0947",2,"NAC","9","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #16, plot.id #9121",NA,TRUE,16
5536.03,"Zona Norte","regrowth stand regenerating via spontaneous natural regeneration 3862","0.0947",3,"NAC","9","Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,"GROA site.id #16, plot.id #9121",NA,TRUE,16
5537.01,"Chamela-Cuixmala","regrowth stand regenerating via spontaneous natural regeneration established around 2001 1","0.01",1,"2001","8","Disturbance","Grazed",NA,"NAC",NA,"100","GROA site.id #18, plot.id #99",NA,TRUE,18
5537.02,"Chamela-Cuixmala","regrowth stand regenerating via spontaneous natural regeneration established around 2001 1","0.01",2,"2001","8","Establishment","Establishment of oldest trees",NA,NA,NA,NA,"GROA site.id #18, plot.id #99",NA,TRUE,18
