"","measurement.id","plot.id","site.id","study.id","citations.title","sites.sitename","refor.type","species","prior","prior.duration","stand.age","date","n","sub_n","plot.size","variables.name","mean_ha","covar_1","coV1_value","covar_2","coV2_value","covar_3","coV3_value","density","sand.silt.clay","pH","allometry","measurements.notes","X"
"626",3149,271,44,8996,"Changes in forest structure and species composition during secondary forest succession in the Bolivian Amazon","El Turi","SNR","","SC","used for agriculture once for 2-3 years",40,NA,1,NA,0.0645,"aboveground_biomass",250.985619,"min_dbh",5,"",NA,"","",6024,"",NA,"biome-specific","",NA
"627",3159,274,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",5,NA,4,NA,0.025,"aboveground_biomass",50.85600752,"min_dbh",5,"",NA,"","",760,"sandy",4.5,"biome-specific","data from Poorter",NA
"628",3161,276,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",6,NA,4,NA,0.025,"aboveground_biomass",78.46279816,"min_dbh",5,"",NA,"","",920,"sandy",4.5,"biome-specific","data from Poorter",NA
"629",3162,277,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",6,NA,4,NA,0.025,"aboveground_biomass",97.2920806,"min_dbh",5,"",NA,"","",920,"sandy",4.5,"biome-specific","data from Poorter",NA
"630",3169,284,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",8,NA,4,NA,0.025,"aboveground_biomass",60.90667017,"min_dbh",5,"",NA,"","",920,"sandy",4.5,"biome-specific","data from Poorter",NA
"631",3170,285,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",8,NA,4,NA,0.025,"aboveground_biomass",90.4293833,"min_dbh",5,"",NA,"","",920,"sandy",4.5,"biome-specific","data from Poorter",NA
"632",3171,286,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",8,NA,4,NA,0.025,"aboveground_biomass",87.63207263,"min_dbh",5,"",NA,"","",920,"sandy",4.5,"biome-specific","data from Poorter",NA
"633",3174,289,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",10,NA,4,NA,0.025,"aboveground_biomass",115.9703657,"min_dbh",5,"",NA,"","",420,"sandy",4.5,"biome-specific","data from Poorter",NA
"634",3175,290,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",10,NA,4,NA,0.025,"aboveground_biomass",130.8766922,"min_dbh",5,"",NA,"","",420,"sandy",4.5,"biome-specific","data from Poorter",NA
"635",3183,297,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",15,NA,4,NA,0.025,"aboveground_biomass",100.4498709,"min_dbh",5,"",NA,"","",420,"sandy",4.5,"biome-specific","data from Poorter",NA
"636",3185,299,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",18,NA,4,NA,0.025,"aboveground_biomass",207.9484822,"min_dbh",5,"",NA,"","",420,"sandy",4.5,"biome-specific","data from Poorter",NA
"637",3186,2530,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",19,NA,4,NA,0.025,"aboveground_biomass",90.42719194,"min_dbh",5,"",NA,"","",420,"sandy",4.5,"biome-specific","data from Poorter",NA
"638",3187,2531,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",20,NA,4,NA,0.025,"aboveground_biomass",135.335796,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"639",3188,2532,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",20,NA,4,NA,0.025,"aboveground_biomass",255.7001796,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"640",3197,2541,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",25,NA,4,NA,0.025,"aboveground_biomass",143.5130356,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"641",3198,2542,46,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 1","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",25,NA,4,NA,0.025,"aboveground_biomass",233.424593,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"642",3160,275,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",5,NA,4,NA,0.025,"aboveground_biomass",135.9346595,"min_dbh",5,"",NA,"","",760,"sandy",4.5,"biome-specific","data from Poorter",NA
"643",3163,278,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",6,NA,4,NA,0.025,"aboveground_biomass",11.61245949,"min_dbh",5,"",NA,"","",920,"sandy",4.5,"biome-specific","data from Poorter",NA
"644",3164,279,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",6,NA,4,NA,0.025,"aboveground_biomass",11.97079389,"min_dbh",5,"",NA,"","",920,"sandy",4.5,"biome-specific","data from Poorter",NA
"645",3165,280,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",6,NA,4,NA,0.025,"aboveground_biomass",25.34754968,"min_dbh",5,"",NA,"","",920,"sandy",4.5,"biome-specific","data from Poorter",NA
"646",3166,281,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",6,NA,4,NA,0.025,"aboveground_biomass",45.7074682,"min_dbh",5,"",NA,"","",920,"sandy",4.5,"biome-specific","data from Poorter",NA
"647",3172,287,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",8,NA,4,NA,0.025,"aboveground_biomass",219.6527718,"min_dbh",5,"",NA,"","",920,"sandy",4.5,"biome-specific","data from Poorter",NA
"648",3173,288,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",8.5,NA,4,NA,0.025,"aboveground_biomass",83.8692583,"min_dbh",5,"",NA,"","",920,"sandy",4.5,"biome-specific","data from Poorter",NA
"649",3176,291,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",10,NA,4,NA,0.025,"aboveground_biomass",87.18997788,"min_dbh",5,"",NA,"","",420,"sandy",4.5,"biome-specific","data from Poorter",NA
"650",3177,292,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",10,NA,4,NA,0.025,"aboveground_biomass",164.6502709,"min_dbh",5,"",NA,"","",420,"sandy",4.5,"biome-specific","data from Poorter",NA
"651",3178,1057,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",10,NA,4,NA,0.025,"aboveground_biomass",81.2438823,"min_dbh",5,"",NA,"","",420,"sandy",4.5,"biome-specific","data from Poorter",NA
"652",3179,293,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",10,NA,4,NA,0.025,"aboveground_biomass",147.1941094,"min_dbh",5,"",NA,"","",420,"sandy",4.5,"biome-specific","data from Poorter",NA
"653",3180,294,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",10,NA,4,NA,0.025,"aboveground_biomass",42.51409524,"min_dbh",5,"",NA,"","",420,"sandy",4.5,"biome-specific","data from Poorter",NA
"654",3184,298,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",15,NA,4,NA,0.025,"aboveground_biomass",148.7906202,"min_dbh",5,"",NA,"","",420,"sandy",4.5,"biome-specific","data from Poorter",NA
"655",3189,2533,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",20,NA,4,NA,0.025,"aboveground_biomass",484.6464219,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"656",3190,2534,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",20,NA,4,NA,0.025,"aboveground_biomass",227.5215444,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"657",3191,2535,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",20,NA,4,NA,0.025,"aboveground_biomass",299.6186802,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"658",3192,2536,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",20,NA,4,NA,0.025,"aboveground_biomass",109.3614823,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"659",3193,2537,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",20,NA,4,NA,0.025,"aboveground_biomass",213.1667206,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"660",3194,2538,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",20,NA,4,NA,0.025,"aboveground_biomass",264.1851429,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"661",3199,2543,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",25,NA,4,NA,0.025,"aboveground_biomass",303.1089465,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"662",3200,2544,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",29,NA,4,NA,0.025,"aboveground_biomass",278.2490254,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"663",13649,9739,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",31,NA,4,NA,0.025,"aboveground_biomass",276.8016698,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"664",13650,9740,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",40,NA,4,NA,0.025,"aboveground_biomass",279.0576378,"min_dbh",5,"",NA,"","",1850,"sandy",4.5,"biome-specific","data from Poorter",NA
"665",13651,9741,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",40,NA,4,NA,0.025,"aboveground_biomass",336.4375886,"min_dbh",5,"",NA,"","",1850,"sandy",4.5,"biome-specific","data from Poorter",NA
"666",13652,9742,47,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 2","SNR","","SC, PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",40,NA,4,NA,0.025,"aboveground_biomass",194.1856909,"min_dbh",5,"",NA,"","",1850,"sandy",4.5,"biome-specific","data from Poorter",NA
"667",3157,273,48,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 3","SNR","","PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",2,NA,4,NA,0.025,"aboveground_biomass",0.291540353,"min_dbh",5,"",NA,"","",760,"sandy",4.5,"biome-specific","data from Poorter",NA
"668",3158,1058,48,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 3","SNR","","PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",2,NA,4,NA,0.025,"aboveground_biomass",3.089556226,"min_dbh",5,"",NA,"","",760,"sandy",4.5,"biome-specific","data from Poorter",NA
"669",3167,282,48,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 3","SNR","","PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",6,NA,4,NA,0.025,"aboveground_biomass",55.5466689,"min_dbh",5,"",NA,"","",920,"sandy",4.5,"biome-specific","data from Poorter",NA
"670",3168,283,48,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 3","SNR","","PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",6,NA,4,NA,0.025,"aboveground_biomass",5.593899314,"min_dbh",5,"",NA,"","",920,"sandy",4.5,"biome-specific","data from Poorter",NA
"671",3181,295,48,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 3","SNR","","PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",11,NA,4,NA,0.025,"aboveground_biomass",27.1544712,"min_dbh",5,"",NA,"","",420,"sandy",4.5,"biome-specific","data from Poorter",NA
"672",3182,296,48,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 3","SNR","","PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",11,NA,4,NA,0.025,"aboveground_biomass",4.063667088,"min_dbh",5,"",NA,"","",420,"sandy",4.5,"biome-specific","data from Poorter",NA
"673",3195,2539,48,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 3","SNR","","PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",20,NA,4,NA,0.025,"aboveground_biomass",87.56161502,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"674",3196,2540,48,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 3","SNR","","PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",20,NA,4,NA,0.025,"aboveground_biomass",185.4007531,"min_dbh",5,"",NA,"","",1920,"sandy",4.5,"biome-specific","data from Poorter",NA
"675",13653,9743,48,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 3","SNR","","PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",40,NA,4,NA,0.025,"aboveground_biomass",442.5816018,"min_dbh",5,"",NA,"","",1850,"sandy",4.5,"biome-specific","data from Poorter",NA
"676",13654,9744,48,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 3","SNR","","PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",40,NA,4,NA,0.025,"aboveground_biomass",262.8916487,"min_dbh",5,"",NA,"","",1850,"sandy",4.5,"biome-specific","data from Poorter",NA
"677",13655,9745,48,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 3","SNR","","PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",65,NA,4,NA,0.025,"aboveground_biomass",282.1986689,"min_dbh",5,"",NA,"","",1620,"sandy",4.5,"biome-specific","data from Poorter",NA
"678",13656,9746,48,9020,"Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia","Eastern Pará 3","SNR","","PA","human settlement expanded in 19th cen., many farms have undergone 9+ cycles slash and burn ag",70,NA,4,NA,0.025,"aboveground_biomass",590.1492663,"min_dbh",5,"",NA,"","",1620,"sandy",4.5,"biome-specific","data from Poorter",NA
"679",3374,300,49,9525,"Secondary forest succession in a tropical dry forest: patterns of development across a 50-year chronosequence in lowland Bolivia","San Lorenzo","SNR","","SC","3-5 yrs cultivation, 15-20 or more fallow",3,1998,6,NA,0.1,"aboveground_biomass",0.635357724,"min_dbh",5,"",NA,"","",3861,"",NA,"biome-specific","",NA
"680",3375,301,49,9525,"Secondary forest succession in a tropical dry forest: patterns of development across a 50-year chronosequence in lowland Bolivia","San Lorenzo","SNR","","SC","3-5 yrs cultivation, 15-20 or more fallow",5,1998,6,NA,0.1,"aboveground_biomass",43.60041308,"min_dbh",5,"",NA,"","",7426,"",NA,"biome-specific","",NA
"681",3376,302,49,9525,"Secondary forest succession in a tropical dry forest: patterns of development across a 50-year chronosequence in lowland Bolivia","San Lorenzo","SNR","","SC","3-5 yrs cultivation, 15-20 or more fallow",7,1998,6,NA,0.1,"aboveground_biomass",45.67065308,"min_dbh",5,"",NA,"","",5297,"",NA,"biome-specific","duplicated density measure",NA
"682",3377,303,49,9525,"Secondary forest succession in a tropical dry forest: patterns of development across a 50-year chronosequence in lowland Bolivia","San Lorenzo","SNR","","SC","3-5 yrs cultivation, 15-20 or more fallow",8,1998,6,NA,0.1,"aboveground_biomass",35.52540889,"min_dbh",5,"",NA,"","",5297,"",NA,"biome-specific","duplicated density measure",NA
"683",3378,304,49,9525,"Secondary forest succession in a tropical dry forest: patterns of development across a 50-year chronosequence in lowland Bolivia","San Lorenzo","SNR","","SC","3-5 yrs cultivation, 15-20 or more fallow",10,1998,6,NA,0.1,"aboveground_biomass",35.07893943,"min_dbh",5,"",NA,"","",4010,"",NA,"biome-specific","",NA
"684",3379,305,49,9525,"Secondary forest succession in a tropical dry forest: patterns of development across a 50-year chronosequence in lowland Bolivia","San Lorenzo","SNR","","SC","3-5 yrs cultivation, 15-20 or more fallow",15,1998,6,NA,0.1,"aboveground_biomass",62.5632506,"min_dbh",5,"",NA,"","",3564,"",NA,"biome-specific","",NA
"685",3380,306,49,9525,"Secondary forest succession in a tropical dry forest: patterns of development across a 50-year chronosequence in lowland Bolivia","San Lorenzo","SNR","","SC","3-5 yrs cultivation, 15-20 or more fallow",20,1998,6,NA,0.1,"aboveground_biomass",56.3938468,"min_dbh",5,"",NA,"","",5248,"",NA,"biome-specific","",NA
"686",3381,307,49,9525,"Secondary forest succession in a tropical dry forest: patterns of development across a 50-year chronosequence in lowland Bolivia","San Lorenzo","SNR","","SC","3-5 yrs cultivation, 15-20 or more fallow",23,1998,6,NA,0.1,"aboveground_biomass",76.59102264,"min_dbh",5,"",NA,"","",8712,"",NA,"biome-specific","",NA
"687",3382,308,49,9525,"Secondary forest succession in a tropical dry forest: patterns of development across a 50-year chronosequence in lowland Bolivia","San Lorenzo","SNR","","SC","3-5 yrs cultivation, 15-20 or more fallow",30,1998,6,NA,0.1,"aboveground_biomass",106.9020637,"min_dbh",5,"",NA,"","",5544,"",NA,"biome-specific","",NA
"688",13687,9777,49,9525,"Secondary forest succession in a tropical dry forest: patterns of development across a 50-year chronosequence in lowland Bolivia","San Lorenzo","SNR","","SC","3-5 yrs cultivation, 15-20 or more fallow",40,1998,6,NA,0.1,"aboveground_biomass",115.3315187,"min_dbh",5,"",NA,"","",NA,"",NA,"biome-specific","",NA
"689",13688,9778,49,9525,"Secondary forest succession in a tropical dry forest: patterns of development across a 50-year chronosequence in lowland Bolivia","San Lorenzo","SNR","","SC","3-5 yrs cultivation, 15-20 or more fallow",50,1998,6,NA,0.1,"aboveground_biomass",150.9121049,"min_dbh",5,"",NA,"","",NA,"",NA,"biome-specific","",NA
"690",3417,316,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",4,NA,1,NA,0.05,"aboveground_biomass",26.31323581,"min_dbh",5,"",NA,"","",6031,"",NA,"biome-specific","data from Poorter, averaged density",NA
"691",3418,317,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",4,NA,1,NA,0.05,"aboveground_biomass",36.86739312,"min_dbh",5,"",NA,"","",6031,"",NA,"biome-specific","data from Poorter, averaged density",NA
"692",3419,318,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",4,NA,1,NA,0.05,"aboveground_biomass",16.07494277,"min_dbh",5,"",NA,"","",6031,"",NA,"biome-specific","data from Poorter, averaged density",NA
"693",3420,319,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",4,NA,1,NA,0.05,"aboveground_biomass",13.48099446,"min_dbh",5,"",NA,"","",6031,"",NA,"biome-specific","data from Poorter, averaged density",NA
"694",3421,320,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",12,NA,1,NA,0.05,"aboveground_biomass",114.4430953,"min_dbh",5,"",NA,"","",6283,"",NA,"biome-specific","data from Poorter, averaged density",NA
"695",3422,321,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",12,NA,1,NA,0.05,"aboveground_biomass",69.18037815,"min_dbh",5,"",NA,"","",6283,"",NA,"biome-specific","data from Poorter, averaged density",NA
"696",3423,322,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",13,NA,1,NA,0.05,"aboveground_biomass",78.53558467,"min_dbh",5,"",NA,"","",6283,"",NA,"biome-specific","data from Poorter, averaged density",NA
"697",3424,323,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",13,NA,1,NA,0.05,"aboveground_biomass",131.3433674,"min_dbh",5,"",NA,"","",6283,"",NA,"biome-specific","data from Poorter, averaged density",NA
"698",3425,333,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",24,NA,1,NA,0.05,"aboveground_biomass",253.7930384,"min_dbh",5,"",NA,"","",8644,"",NA,"biome-specific","data from Poorter, averaged density",NA
"699",3426,338,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",24,NA,1,NA,0.05,"aboveground_biomass",104.8858944,"min_dbh",5,"",NA,"","",8644,"",NA,"biome-specific","data from Poorter, averaged density",NA
"700",3427,614,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",25,NA,1,NA,0.05,"aboveground_biomass",110.8637251,"min_dbh",5,"",NA,"","",8644,"",NA,"biome-specific","data from Poorter, averaged density",NA
"701",3428,617,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",25,NA,1,NA,0.05,"aboveground_biomass",61.06961221,"min_dbh",5,"",NA,"","",8644,"",NA,"biome-specific","data from Poorter, averaged density",NA
"702",12862,8780,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",36,NA,1,NA,0.05,"aboveground_biomass",141.1320815,"min_dbh",5,"",NA,"","",9422,"",NA,"biome-specific","data from Poorter, averaged density",NA
"703",12863,8781,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",36,NA,1,NA,0.05,"aboveground_biomass",196.6421222,"min_dbh",5,"",NA,"","",9422,"",NA,"biome-specific","data from Poorter, averaged density",NA
"704",12864,8782,51,9783,"Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology","El Carite","SNR","","PA","cane/coffee abandoned, then pasture",37,NA,1,NA,0.05,"aboveground_biomass",138.5982345,"min_dbh",5,"",NA,"","",9422,"",NA,"biome-specific","data from Poorter, averaged density",NA
