measurement.id,plot.id,site.id,study.id,sites.sitename,refor.type,species,prior,prior.disturbance.notes,stand.age,date,n,sub_n,plot.size,variables.name,mean_ha,covar_1,coV1_value,covar_2,coV2_value,covar_3,coV3_value,density,sand.silt.clay,allometry
516,1701,2015,1026,Buenaventura,SNR,,PA,selective logging in 19th century,1,2005,1,NA,1,belowground_biomass,0.9,max_depth,NA,min_depth,NA,,,148,,root:shoot
517,1702,2015,1026,Buenaventura,SNR,,PA,selective logging in 19th century,5,2005,1,NA,1,belowground_biomass,9.4,max_depth,NA,min_depth,NA,,,1934,,root:shoot
518,1703,2015,1026,Buenaventura,SNR,,PA,selective logging in 19th century,12,2005,1,NA,1,belowground_biomass,21.8,max_depth,NA,min_depth,NA,,,726,,root:shoot
519,1704,2015,1026,Buenaventura,SNR,,PA,selective logging in 19th century,40,2005,1,NA,1,belowground_biomass,26.2,max_depth,NA,min_depth,NA,,,1739,,root:shoot
512,1701,2015,1026,Buenaventura,SNR,,PA,selective logging in 19th century,1,2005,1,NA,1,aboveground_biomass + understory_biomass,2.7,min_dbh,0,,NA,,,148,,biome-specific
513,1702,2015,1026,Buenaventura,SNR,,PA,selective logging in 19th century,5,2005,1,NA,1,aboveground_biomass + understory_biomass,41.8,min_dbh,0,,NA,,,1934,,biome-specific
514,1703,2015,1026,Buenaventura,SNR,,PA,selective logging in 19th century,12,2005,1,NA,1,aboveground_biomass + understory_biomass,110.2,min_dbh,0,,NA,,,726,,biome-specific
515,1704,2015,1026,Buenaventura,SNR,,PA,selective logging in 19th century,40,2005,1,NA,1,aboveground_biomass + understory_biomass,158.3,min_dbh,0,,NA,,,1739,,biome-specific
520,1701,2015,1026,Buenaventura,SNR,,PA,selective logging in 19th century,1,2005,1,5,1,CWD_biomass,0,min_diameter,0,,NA,,,148,,direct harvest
521,1702,2015,1026,Buenaventura,SNR,,PA,selective logging in 19th century,5,2005,1,5,1,CWD_biomass,0,min_diameter,0,,NA,,,1934,,direct harvest
522,1703,2015,1026,Buenaventura,SNR,,PA,selective logging in 19th century,12,2005,1,5,1,CWD_biomass,1.7,min_diameter,0,,NA,,,726,,direct harvest
523,1704,2015,1026,Buenaventura,SNR,,PA,selective logging in 19th century,40,2005,1,5,1,CWD_biomass,24.9,min_diameter,0,,NA,,,1739,,direct harvest
527,1705,2016,1026,Tapichalaca,SNR,,PA,selective logging in 20th century,2,2005,1,NA,1,belowground_biomass,4,max_depth,NA,min_depth,NA,,,1046,,root:shoot
528,1706,2016,1026,Tapichalaca,SNR,,PA,selective logging in 20th century,15,2005,1,NA,1,belowground_biomass,12,max_depth,NA,min_depth,NA,,,396,,root:shoot
529,1707,2016,1026,Tapichalaca,SNR,,PA,selective logging in 20th century,40,2005,1,NA,1,belowground_biomass,14.6,max_depth,NA,min_depth,NA,,,1868,,root:shoot
524,1705,2016,1026,Tapichalaca,SNR,,PA,selective logging in 20th century,2,2005,1,NA,1,aboveground_biomass + understory_biomass,18.3,min_dbh,0,,NA,,,1046,,biome-specific
525,1706,2016,1026,Tapichalaca,SNR,,PA,selective logging in 20th century,15,2005,1,NA,1,aboveground_biomass + understory_biomass,71.6,min_dbh,0,,NA,,,396,,biome-specific
526,1707,2016,1026,Tapichalaca,SNR,,PA,selective logging in 20th century,40,2005,1,NA,1,aboveground_biomass + understory_biomass,104.5,min_dbh,0,,NA,,,1868,,biome-specific
530,1705,2016,1026,Tapichalaca,SNR,,PA,selective logging in 20th century,2,2005,1,5,1,CWD_biomass,2.3,min_diameter,0,,NA,,,1046,,direct harvest
531,1706,2016,1026,Tapichalaca,SNR,,PA,selective logging in 20th century,15,2005,1,5,1,CWD_biomass,16.6,min_diameter,0,,NA,,,396,,direct harvest
532,1707,2016,1026,Tapichalaca,SNR,,PA,selective logging in 20th century,40,2005,1,5,1,CWD_biomass,35.8,min_diameter,0,,NA,,,1868,,direct harvest
5860,3768,2021,11360,Fazenda Vitoria 2,SNR,,PA,10 yr as pasture,6,1987,1,3,NA,litter_biomass,4.2,min_diameter,0,,NA,,,NA,,
5859,3768,2021,11360,Fazenda Vitoria 2,SNR,,PA,10 yr as pasture,6,1987,1,NA,NA,aboveground_biomass,28,,NA,,NA,,,NA,,
14052,3768,2021,11360,Fazenda Vitoria 2,SNR,,PA,10 yr as pasture,6,1987,1,3,NA,CWD_biomass,23.4,,NA,,NA,,,NA,,
5862,3769,2025,11366,Yenisei River 12vm,SNR,Pinus sylvestris,F,"40 yr surface fires, moderately burned",12,1997,1,NA,NA,CWD_carbon,56,min_diameter,0,,NA,,,NA,sand,site-specific-harvest
5866,3770,2025,11366,Yenisei River 53vm,SNR,Pinus sylvestris,F,"40 yr surface fires, moderately burned",53,1997,1,NA,NA,CWD_carbon,28.6,min_diameter,0,,NA,,,NA,sand,site-specific-harvest
5870,3771,2025,11366,Yenisei River 95vm,SNR,Pinus sylvestris,F,"40 yr surface fires, moderately burned",93,1997,1,NA,NA,CWD_carbon,44,min_diameter,0,,NA,,,NA,sand,site-specific-harvest
5894,3777,2025,11366,Yenisei River 67 lm,SNR,Pinus sylvestris,F,"40 yr surface fires, moderately burned",67,1997,1,NA,NA,CWD_carbon,37.4,min_diameter,0,,NA,,,NA,sand,site-specific-harvest
5864,3769,2025,11366,Yenisei River 12vm,SNR,Pinus sylvestris,F,"40 yr surface fires, moderately burned",12,1997,1,NA,NA,aboveground_carbon,16.9,min_dbh,NA,,NA,,,NA,sand,site-specific-harvest
5868,3770,2025,11366,Yenisei River 53vm,SNR,Pinus sylvestris,F,"40 yr surface fires, moderately burned",53,1997,1,NA,NA,aboveground_carbon,40.2,min_dbh,NA,,NA,,,NA,sand,site-specific-harvest
5872,3771,2025,11366,Yenisei River 95vm,SNR,Pinus sylvestris,F,"40 yr surface fires, moderately burned",93,1997,1,NA,NA,aboveground_carbon,60.6,min_dbh,NA,,NA,,,NA,sand,site-specific-harvest
5896,3777,2025,11366,Yenisei River 67 lm,SNR,Pinus sylvestris,F,"40 yr surface fires, moderately burned",67,1997,1,NA,NA,aboveground_carbon,40.4,min_dbh,NA,,NA,,,NA,sand,site-specific-harvest
5863,3769,2025,11366,Yenisei River 12vm,SNR,Pinus sylvestris,F,"40 yr surface fires, moderately burned",12,1997,1,NA,NA,belowground_carbon,4.2,,NA,,NA,,,NA,sand,root:shoot; direct-harvest
5867,3770,2025,11366,Yenisei River 53vm,SNR,Pinus sylvestris,F,"40 yr surface fires, moderately burned",53,1997,1,NA,NA,belowground_carbon,5.6,,NA,,NA,,,NA,sand,root:shoot; direct-harvest
5871,3771,2025,11366,Yenisei River 95vm,SNR,Pinus sylvestris,F,"40 yr surface fires, moderately burned",93,1997,1,NA,NA,belowground_carbon,11.2,,NA,,NA,,,NA,sand,root:shoot; direct-harvest
5895,3777,2025,11366,Yenisei River 67 lm,SNR,Pinus sylvestris,F,"40 yr surface fires, moderately burned",67,1997,1,NA,NA,belowground_carbon,6.5,,NA,,NA,,,NA,sand,root:shoot; direct-harvest
5874,3772,2025,11366,Yenisei River 2lu,SNR,Pinus sylvestris,H,no fire,2,1997,1,NA,NA,CWD_carbon,74.4,min_diameter,0,,NA,,,NA,sand,site-specific-harvest
5878,3773,2025,11366,Yenisei River 14lu,SNR,Pinus sylvestris,H,no fire,14,1997,1,NA,NA,CWD_carbon,52.2,min_diameter,0,,NA,,,NA,sand,site-specific-harvest
5882,3774,2025,11366,Yenisei River 28lu,SNR,Pinus sylvestris,H,no fire,58,1997,1,NA,NA,CWD_carbon,25,min_diameter,0,,NA,,,NA,sand,site-specific-harvest
5886,3775,2025,11366,Yenisei River 31lu,SNR,Pinus sylvestris,H,no fire,31,1997,1,NA,NA,CWD_carbon,39.4,min_diameter,0,,NA,,,NA,sand,site-specific-harvest
5890,3776,2025,11366,Yenisei River 95lu,SNR,Pinus sylvestris,H,no fire,95,1997,1,NA,NA,CWD_carbon,29.6,min_diameter,0,,NA,,,NA,sand,site-specific-harvest
5876,3772,2025,11366,Yenisei River 2lu,SNR,Pinus sylvestris,H,no fire,2,1997,1,NA,NA,aboveground_carbon,0,min_dbh,NA,,NA,,,NA,sand,site-specific-harvest
5880,3773,2025,11366,Yenisei River 14lu,SNR,Pinus sylvestris,H,no fire,14,1997,1,NA,NA,aboveground_carbon,2.5,min_dbh,NA,,NA,,,NA,sand,site-specific-harvest
5884,3774,2025,11366,Yenisei River 28lu,SNR,Pinus sylvestris,H,no fire,58,1997,1,NA,NA,aboveground_carbon,8.4,min_dbh,NA,,NA,,,NA,sand,site-specific-harvest
5888,3775,2025,11366,Yenisei River 31lu,SNR,Pinus sylvestris,H,no fire,31,1997,1,NA,NA,aboveground_carbon,12.9,min_dbh,NA,,NA,,,NA,sand,site-specific-harvest
5892,3776,2025,11366,Yenisei River 95lu,SNR,Pinus sylvestris,H,no fire,95,1997,1,NA,NA,aboveground_carbon,69.2,min_dbh,NA,,NA,,,NA,sand,site-specific-harvest
5875,3772,2025,11366,Yenisei River 2lu,SNR,Pinus sylvestris,H,no fire,2,1997,1,NA,NA,belowground_carbon,0,,NA,,NA,,,NA,sand,root:shoot; direct-harvest
5879,3773,2025,11366,Yenisei River 14lu,SNR,Pinus sylvestris,H,no fire,14,1997,1,NA,NA,belowground_carbon,0.4,,NA,,NA,,,NA,sand,root:shoot; direct-harvest
5883,3774,2025,11366,Yenisei River 28lu,SNR,Pinus sylvestris,H,no fire,58,1997,1,NA,NA,belowground_carbon,1.2,,NA,,NA,,,NA,sand,root:shoot; direct-harvest
5887,3775,2025,11366,Yenisei River 31lu,SNR,Pinus sylvestris,H,no fire,31,1997,1,NA,NA,belowground_carbon,1.9,,NA,,NA,,,NA,sand,root:shoot; direct-harvest
5891,3776,2025,11366,Yenisei River 95lu,SNR,Pinus sylvestris,H,no fire,95,1997,1,NA,NA,belowground_carbon,11,,NA,,NA,,,NA,sand,root:shoot; direct-harvest
5898,3778,2025,11366,Yenisei River 14lh,SNR,Pinus sylvestris,F,"surface fires about ~ 25 yr, heavily burned",14,1997,1,NA,NA,CWD_carbon,20.9,min_diameter,0,,NA,,,NA,sand,site-specific-harvest
5902,3779,2025,11366,Yenisei River 26lh,SNR,Pinus sylvestris,F,"surface fires about ~ 25 yr, heavily burned",26,1997,1,NA,NA,CWD_carbon,22.1,min_diameter,0,,NA,,,NA,sand,site-specific-harvest
5906,3780,2025,11366,Yenisei River 48lh,SNR,Pinus sylvestris,F,"surface fires about ~ 25 yr, heavily burned",48,1997,1,NA,NA,CWD_carbon,7.7,min_diameter,0,,NA,,,NA,sand,site-specific-harvest
5900,3778,2025,11366,Yenisei River 14lh,SNR,Pinus sylvestris,F,"surface fires about ~ 25 yr, heavily burned",14,1997,1,NA,NA,aboveground_carbon,0.6,min_dbh,NA,,NA,,,NA,sand,site-specific-harvest
5904,3779,2025,11366,Yenisei River 26lh,SNR,Pinus sylvestris,F,"surface fires about ~ 25 yr, heavily burned",26,1997,1,NA,NA,aboveground_carbon,3.4,min_dbh,NA,,NA,,,NA,sand,site-specific-harvest
5908,3780,2025,11366,Yenisei River 48lh,SNR,Pinus sylvestris,F,"surface fires about ~ 25 yr, heavily burned",48,1997,1,NA,NA,aboveground_carbon,18.9,min_dbh,NA,,NA,,,NA,sand,site-specific-harvest
5899,3778,2025,11366,Yenisei River 14lh,SNR,Pinus sylvestris,F,"surface fires about ~ 25 yr, heavily burned",14,1997,1,NA,NA,belowground_carbon,0.1,,NA,,NA,,,NA,sand,root:shoot; direct-harvest
5903,3779,2025,11366,Yenisei River 26lh,SNR,Pinus sylvestris,F,"surface fires about ~ 25 yr, heavily burned",26,1997,1,NA,NA,belowground_carbon,0.4,,NA,,NA,,,NA,sand,root:shoot; direct-harvest
5907,3780,2025,11366,Yenisei River 48lh,SNR,Pinus sylvestris,F,"surface fires about ~ 25 yr, heavily burned",48,1997,1,NA,NA,belowground_carbon,2.5,,NA,,NA,,,NA,sand,root:shoot; direct-harvest
5913,3786,2028,11369,Bartlett Forest H4,SNR,"Betula papyrifera, Populus grandidentata",H,mechanical clearcut 1983,69,2003,1,NA,0.027777778,belowground_biomass,35,max_depth,100,min_depth,0,,,2358,,direct-harvest
5909,3781,2028,11369,Bartlett Forest H6,SNR,"Betula papyrifera, Prunus pennsylvanica",H,mechanical clearcut 1983,19,2003,1,NA,0.027777778,belowground_biomass,9.8,max_depth,100,min_depth,0,,,11800,,direct-harvest
5917,3782,2029,11369,Bartlett Forest M6,SNR,"Prunus pennsylvanica, Tsuga canadensis",H,mechanical clearcut 1979-1980,24,2003,1,NA,0.027777778,belowground_biomass,22.6,max_depth,100,min_depth,0,,,12161,,direct-harvest
5921,3783,2030,11369,Bartlett Forest  M5,SNR,"Betula papyrifera, Acer saccharum",H,"clear cut 1976-1977, timber stand improvement thinning",27,2003,1,NA,0.027777778,belowground_biomass,11.2,max_depth,100,min_depth,0,,,7979,,direct-harvest
5925,3784,2031,11369,Bartlett Forest T30,SNR,"Acer saccharum, Fagus grandifolia",H,"cut in 1948, intensity unknown",56,2003,1,NA,0.027777778,belowground_biomass,19.7,max_depth,100,min_depth,0,,,1547,,direct-harvest
5929,3785,2032,11369,Bartlett Forest H1,SNR,"Acer rubra, Betula papyrifera",H/D,"clearcut 1939 after hurricane, remove all stems > 5 cm in diameter",65,2003,1,NA,0.027777778,belowground_biomass,31,max_depth,100,min_depth,0,,,1311,,direct-harvest
5244,3609,2037,11166,Järvselja,SNR,,H,,6,2008,1,NA,NA,aboveground_carbon,12.5,min_dbh,0,,NA,,,100000,loam,site-specific-harvest
5245,3609,2037,11166,Järvselja,SNR,,H,,6,2008,10,NA,NA,belowground_carbon,3.8,,NA,,NA,,,100000,loam,root:shoot
5249,3610,2039,11166,Kambja,SNR,,C,,13,2008,1,NA,NA,aboveground_carbon,19.3,min_dbh,0,,NA,,,7670,sandy loam,site-specific-harvest
5250,3610,2039,11166,Kambja,SNR,,C,,13,2008,10,NA,NA,belowground_carbon,4.45,,NA,,NA,,,7670,sandy loam,root:shoot
5251,3610,2039,11166,Kambja,SNR,,C,,13,2008,1,10,NA,understory_carbon,0.26,,NA,,NA,,,7670,sandy loam,direct-harvest
5255,3611,2040,11166,Kooraste 1,SNR,,H,,18,2008,1,NA,NA,aboveground_carbon,40.4,min_dbh,0,,NA,,,3630,sand,site-specific-harvest
5256,3611,2040,11166,Kooraste 1,SNR,,H,,18,2008,10,NA,NA,belowground_carbon,8.2,,NA,,NA,,,3630,sand,root:shoot
5260,3612,2042,11166,Alatskivi 2,SNR,,H,,32,2008,1,NA,NA,aboveground_carbon,69.8,min_dbh,0,,NA,,,3210,sandy loam,site-specific-harvest
5261,3612,2042,11166,Alatskivi 2,SNR,,H,,32,2008,10,NA,NA,belowground_carbon,16.03,,NA,,NA,,,3210,sandy loam,root:shoot
5262,3612,2042,11166,Alatskivi 2,SNR,,H,,32,2008,1,10,NA,understory_carbon,0.16,,NA,,NA,,,3210,sandy loam,direct-harvest
5266,3613,2043,11166,Erastvere,SNR,,H,,45,2008,1,NA,NA,aboveground_carbon,109.6,min_dbh,0,,NA,,,940,sandy loam,site-specific-harvest
5267,3613,2043,11166,Erastvere,SNR,,H,,45,2008,10,NA,NA,belowground_carbon,22.79,,NA,,NA,,,940,sandy loam,root:shoot
2282,2203,2046,6887,Sungai Wain,SNR,,F,once burned,1,2000,80,NA,0.02,aboveground_biomass,93.4,min_height,1.3,,NA,,,2427,sandy,biome-specific
2283,2203,2046,6887,Sungai Wain,SNR,,F,once burned,2.5,2001,30,NA,0.01,aboveground_biomass,42.6,min_height,1.3,,NA,,,5529,sandy,biome-specific
2284,2203,2046,6887,Sungai Wain,SNR,,F,once burned,6.5,2005,60,NA,0.01,aboveground_biomass,57.9,min_height,1.3,,NA,,,3580,sandy,biome-specific
908,8854,2048,1819,Turumã-Mirim 1,SNR,,SC,"1 cycle. 2 burns. Wood used to produce charcoal. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",1,NA,1,NA,0.01,aboveground_biomass,7.4,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
919,8865,2049,1819,Turumã-Mirim 12,SNR,,PA,"6 cycles. 6 burns. Wood used to produce charcoal. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",1,NA,1,NA,0.01,aboveground_biomass,3.1,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
925,8871,2050,1819,Turumã-Mirim 18,SNR,,PA,"3, 4, or 9 yrs. In 9-yrs, 5 burns. In 3 and 4-yrs, 2 burns. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",10,NA,1,NA,0.01,aboveground_biomass,49.6,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
926,8872,2051,1819,Turumã-Mirim 19,SNR,,PA,"3, 4, or 9 yrs. In 9-yrs, 5 burns. In 3 and 4-yrs, 2 burns. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",10,NA,1,NA,0.01,aboveground_biomass,31.4,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
927,8873,2052,1819,Turumã-Mirim 20,SNR,,PA,"8 cycles. 3 burns. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",11,NA,1,NA,0.01,aboveground_biomass,49.6,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
928,8874,2053,1819,Turumã-Mirim 21,SNR,,PA,"3 or 8 yrs. In 3-yrs, 2 burns. In 8-yrs, 3 burns. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",12,NA,1,NA,0.01,aboveground_biomass,53.2,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
929,8875,2054,1819,Turumã-Mirim 22,SNR,,PA,"3 or 8 yrs. In 3-yrs, 2 burns. In 8-yrs, 3 burns. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",12,NA,1,NA,0.01,aboveground_biomass,80.8,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
930,8876,2055,1819,Turumã-Mirim 23,SNR,,PA,"5 cycles. 3 burns. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots ",13,NA,1,NA,0.01,aboveground_biomass,74.6,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
931,8877,2056,1819,Turumã-Mirim 24,SNR,,PA,"7 cycles. 2 burns. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",15,NA,1,NA,0.01,aboveground_biomass,74,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
909,8855,2057,1819,Turumã-Mirim 2,SNR,,SC,"1 cycle. 2 burns. Wood used to produce charcoal. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",1,NA,1,NA,0.01,aboveground_biomass,6.2,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
910,8856,2058,1819,Turumã-Mirim 3,SNR,,SC,"1 or 2 yrs. 2 burns. Wood used to produce charcoal. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",2,NA,1,NA,0.01,aboveground_biomass,21.2,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
911,8857,2059,1819,Turumã-Mirim 4,SNR,,SC,"1 or 2 yrs. 1 burn. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",2,NA,1,NA,0.01,aboveground_biomass,19.2,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
912,8858,2060,1819,Turumã-Mirim 5,SNR,,SC,"2 cycles. 2 burns. Wood used to produce charcoal. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",3,NA,1,NA,0.01,aboveground_biomass,28.2,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
913,8859,2061,1819,Turumã-Mirim 6,SNR,,SC,"8 cycles. 5 burns. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",4,NA,1,NA,0.01,aboveground_biomass,29.4,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
914,8860,2062,1819,Turumã-Mirim 7,SNR,,SC,"1.5 cycles. 1 burn. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",6,NA,1,NA,0.01,aboveground_biomass,51.7,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
915,8861,2063,1819,Turumã-Mirim 8,SNR,,SC,"1 cycle. 1 burn. Wood used to produce charcoal. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",6,NA,1,NA,0.01,aboveground_biomass,49.4,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
916,8862,2064,1819,Turumã-Mirim 9,SNR,,SC,"1 cycle. 1 burn. Wood used to produce charcoal. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",6,NA,1,NA,0.01,aboveground_biomass,43,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
917,8863,2065,1819,Turumã-Mirim 10,SNR,,PA,"10 cycles. 10 burns. Wood used to produce charcoal. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",1,NA,1,NA,0.01,aboveground_biomass,4.6,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
918,8864,2066,1819,Turumã-Mirim 11,SNR,,PA,"10 cycles. 10 burns. Wood used to produce charcoal. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",1,NA,1,NA,0.01,aboveground_biomass,3.1,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
920,8866,2067,1819,Turumã-Mirim 13,SNR,,PA,"4 cycles. 4 burns. Wood used to produce charcoal. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",2,NA,1,NA,0.01,aboveground_biomass,11,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
921,8867,2068,1819,Turumã-Mirim 14,SNR,,PA,"4 cycles. 2 burns. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",7,NA,1,NA,0.01,aboveground_biomass,52,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
922,8868,2069,1819,Turumã-Mirim 15,SNR,,PA,"5 or 10 yrs. In 5-yr, 3 burns. In 10-yr, 5 burns, wood used to produce charcoal. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",8,NA,1,NA,0.01,aboveground_biomass,36,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
923,8869,2070,1819,Turumã-Mirim 16,SNR,,PA,"5 or 10 yrs. In 5-yr, 3 burns. In 10-yr, 5 burns, wood used to produce charcoal. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",8,NA,1,NA,0.01,aboveground_biomass,31.1,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
924,8870,2071,1819,Turumã-Mirim 17,SNR,,PA,"3, 4, or 9 yrs. In 9-yrs, 5 burns. In 3 and 4-yrs, 2 burns. Taruma-Mirim Agrarian Reform Project established in 1992, created 40-ha lots",10,NA,1,NA,0.01,aboveground_biomass,82.1,min_dbh,1,,NA,,,NA,high clay,site-specific harvest
2275,2196,2073,6588,El Eden Ecological Reserve,SNR,,F,,4,2003,6,2,0.04,aboveground_carbon,23.8,min_dbh,0,,NA,,,43072,,forest-type-specific
2276,2196,2073,6588,El Eden Ecological Reserve,SNR,,F,,5,2004,6,2,0.04,aboveground_carbon,31.5,min_dbh,0,,NA,,,34977,,forest-type-specific
2277,2196,2073,6588,El Eden Ecological Reserve,SNR,,F,,6,2005,6,2,0.04,aboveground_carbon,37.7,min_dbh,0,,NA,,,36105,,forest-type-specific
13894,2196,2073,6588,El Eden Ecological Reserve,SNR,,F,,5,2004,6,2,0.04,litter_carbon,3.4,,NA,,NA,,,34977,,forest-type-specific
13893,2196,2073,6588,El Eden Ecological Reserve,SNR,,F,,4,2003,6,2,0.04,litter_carbon,3.8,,NA,,NA,,,43072,,forest-type-specific
13895,2196,2073,6588,El Eden Ecological Reserve,SNR,,F,,6,2005,6,2,0.04,litter_carbon,4,,NA,,NA,,,36105,,forest-type-specific
2227,2171,2083,6521,Tiantong National Forest Park,SNR,"Pinus massoniana, Schima superba",H/D,firewood extraction and pinewood nematode,25,NA,4,5,0.04,litter_carbon,50,,NA,,NA,,,NA,heavy loam,direct-harvest
13500,9316,2083,6521,Tiantong National Forest Park MF,SNR,"Schima superba, Pinus massoniana",H,firewood extraction and pinewood nematode,35,NA,4,5,0.04,litter_carbon,32,,NA,,NA,,,NA,heavy loam,direct-harvest
2226,2170,2083,6521,Tiantong National Forest Park,SNR,,H,repeated cutting,15,NA,4,5,0.04,litter_carbon,53,,NA,,NA,,,NA,heavy loam,direct-harvest
13501,9317,2083,6521,Tiantong National Forest Park SE,SNR,"Schima superba, Castanopsis fargesii",D,typhoon and landslide,45,NA,4,5,0.04,litter_carbon,40,,NA,,NA,,,NA,heavy loam,direct-harvest
2439,2237,2086,7276,N'hambita,SNR,,SC,"few years tillage, abandoned to regrowth, no. cycles unknown",2,2005,1,NA,0.1256,aboveground_biomass_stem,0.1,min_dbh,5,,NA,,,126,"sandy loam, sandy silt loam",forest-type-specific
2440,2238,2086,7276,N'hambita,SNR,,SC,"few years tillage, abandoned to regrowth, no. cycles unknown",2,2005,1,NA,0.1256,aboveground_biomass_stem,2.3,min_dbh,5,,NA,,,126,"sandy loam, sandy silt loam",forest-type-specific
2441,2239,2086,7276,N'hambita,SNR,,SC,"few years tillage, abandoned to regrowth, no. cycles unknown",3,2005,1,NA,0.1256,aboveground_biomass_stem,4.1,min_dbh,5,,NA,,,321,"sandy loam, sandy silt loam",forest-type-specific
2442,2240,2086,7276,N'hambita,SNR,,SC,"few years tillage, abandoned to regrowth, no. cycles unknown",3,2005,1,NA,0.1256,aboveground_biomass_stem,11.7,min_dbh,5,,NA,,,321,"sandy loam, sandy silt loam",forest-type-specific
2443,2241,2086,7276,N'hambita,SNR,,SC,"few years tillage, abandoned to regrowth, no. cycles unknown",4,2005,1,NA,0.1256,aboveground_biomass_stem,7.6,min_dbh,5,,NA,,,225,"sandy loam, sandy silt loam",forest-type-specific
2444,2242,2086,7276,N'hambita,SNR,,SC,"few years tillage, abandoned to regrowth, no. cycles unknown",5,2005,1,NA,0.1256,aboveground_biomass_stem,1.4,min_dbh,5,,NA,,,159,"sandy loam, sandy silt loam",forest-type-specific
2445,2243,2086,7276,N'hambita,SNR,,SC,"few years tillage, abandoned to regrowth, no. cycles unknown",5,2005,1,NA,0.1256,aboveground_biomass_stem,3.4,min_dbh,5,,NA,,,159,"sandy loam, sandy silt loam",forest-type-specific
2446,2244,2086,7276,N'hambita,SNR,,SC,"few years tillage, abandoned to regrowth, no. cycles unknown",6,2005,1,NA,0.1256,aboveground_biomass_stem,0.4,min_dbh,5,,NA,,,432,"sandy loam, sandy silt loam",forest-type-specific
2447,2245,2086,7276,N'hambita,SNR,,SC,"few years tillage, abandoned to regrowth, no. cycles unknown",6,2005,1,NA,0.1256,aboveground_biomass_stem,3.8,min_dbh,5,,NA,,,432,"sandy loam, sandy silt loam",forest-type-specific
2448,2246,2086,7276,N'hambita,SNR,,SC,"few years tillage, abandoned to regrowth, no. cycles unknown",6,2005,1,NA,0.1256,aboveground_biomass_stem,5.2,min_dbh,5,,NA,,,432,"sandy loam, sandy silt loam",forest-type-specific
2449,2247,2086,7276,N'hambita,SNR,,SC,"few years tillage, abandoned to regrowth, no. cycles unknown",6,2005,1,NA,0.1256,aboveground_biomass_stem,10.5,min_dbh,5,,NA,,,432,"sandy loam, sandy silt loam",forest-type-specific
2450,2248,2086,7276,N'hambita,SNR,,SC,"few years tillage, abandoned to regrowth, no. cycles unknown",9,2005,1,NA,0.1256,aboveground_biomass_stem,8.8,min_dbh,5,,NA,,,955,"sandy loam, sandy silt loam",forest-type-specific
2451,2249,2086,7276,N'hambita,SNR,,SC,"few years tillage, abandoned to regrowth, no. cycles unknown",9,2005,1,NA,0.1256,aboveground_biomass_stem,11.6,min_dbh,5,,NA,,,955,"sandy loam, sandy silt loam",forest-type-specific
