"measurement.ID","sites.sitename","plot.name","stand.age","dominant.life.form","dominant.veg","scientific.name","veg.notes","variable.name","date","date.loc","start.date","start.date.loc","end.date","end.date.loc","mean","n","stat.name","stat","area.sampled","notes","method.ID","allometry_1","allometry_2","min.dbh","depth","covariate_1","coV_1.value","covariate_2","coV_2.value","conflicts","R.group","S.group","D.group","D.precedence","conflict.type","conflicts.notes","citation.ID","loaded.from","source.notes","measurement.ID.v1","loaded.by","checked.ori.pub","ForC.investigator","required.citations","flag.suspicious","NEW_RECORD","coV1_value","coV_1.value.1","coV2_value"
18563,"Deep Throat","regrowth stand regenerating via spontaneous natural regeneration","16","woody","NAC",NA,NA,"biomass_ag_understory_OM","NI",9,NA,9,NA,9,19,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18564,"Deep Throat","regrowth stand regenerating via spontaneous natural regeneration","16","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,6991,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18565,"Deep Throat","regrowth stand regenerating via spontaneous natural regeneration","16","woody","NAC",NA,NA,"organic.layer_OM","NI",9,NA,9,NA,9,1.3,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18566,"Deep Throat","regrowth stand regenerating via spontaneous natural regeneration","16","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,6991,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18567,"Firebreaks","regrowth stand regenerating via spontaneous natural regeneration","17","woody","NAC",NA,NA,"biomass_ag_understory_OM","NI",9,NA,9,NA,9,7.7,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18568,"Firebreaks","regrowth stand regenerating via spontaneous natural regeneration","17","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,3941,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18569,"Firebreaks","regrowth stand regenerating via spontaneous natural regeneration","17","woody","NAC",NA,NA,"organic.layer_OM","NI",9,NA,9,NA,9,0.3,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18570,"Firebreaks","regrowth stand regenerating via spontaneous natural regeneration","17","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,3941,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18571,"Principe","regrowth stand regenerating via spontaneous natural regeneration","22","woody","NAC",NA,NA,"biomass_ag_understory_OM","NI",9,NA,9,NA,9,16.3,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18572,"Principe","regrowth stand regenerating via spontaneous natural regeneration","22","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,9177,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18573,"Principe","regrowth stand regenerating via spontaneous natural regeneration","22","woody","NAC",NA,NA,"organic.layer_OM","NI",9,NA,9,NA,9,0.5,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18574,"Principe","regrowth stand regenerating via spontaneous natural regeneration","22","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,9177,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18575,"Naranjo","regrowth stand regenerating via spontaneous natural regeneration","26","woody","NAC",NA,NA,"biomass_ag_understory_OM","NI",9,NA,9,NA,9,15.4,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18576,"Naranjo","regrowth stand regenerating via spontaneous natural regeneration","26","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,3868,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18577,"Naranjo","regrowth stand regenerating via spontaneous natural regeneration","26","woody","NAC",NA,NA,"organic.layer_OM","NI",9,NA,9,NA,9,13.9,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18578,"Naranjo","regrowth stand regenerating via spontaneous natural regeneration","26","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,3868,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18579,"Buen Uso","regrowth stand regenerating via spontaneous natural regeneration","27","woody","NAC",NA,NA,"biomass_ag_understory_OM","NI",9,NA,9,NA,9,25.1,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18580,"Buen Uso","regrowth stand regenerating via spontaneous natural regeneration","27","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,5723,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18581,"Buen Uso","regrowth stand regenerating via spontaneous natural regeneration","27","woody","NAC",NA,NA,"organic.layer_OM","NI",9,NA,9,NA,9,7.3,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18582,"Buen Uso","regrowth stand regenerating via spontaneous natural regeneration","27","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,5723,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18583,"El Pozo","regrowth stand regenerating via spontaneous natural regeneration","82","woody","NAC",NA,NA,"biomass_ag_understory_OM","NI",9,NA,9,NA,9,19.9,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18584,"El Pozo","regrowth stand regenerating via spontaneous natural regeneration","82","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,3623,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18585,"El Pozo","regrowth stand regenerating via spontaneous natural regeneration","82","woody","NAC",NA,NA,"organic.layer_OM","NI",9,NA,9,NA,9,8.7,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18586,"El Pozo","regrowth stand regenerating via spontaneous natural regeneration","82","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,3623,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18587,"Downey","regrowth stand regenerating via spontaneous natural regeneration","0.5","woody","NAC",NA,NA,"biomass_ag_understory_OM","NI",9,NA,9,NA,9,10.3,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18588,"Downey","regrowth stand regenerating via spontaneous natural regeneration","0.5","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,12794,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18589,"Downey","regrowth stand regenerating via spontaneous natural regeneration","0.5","woody","NAC",NA,NA,"organic.layer_OM","NI",9,NA,9,NA,9,8.4,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18590,"Downey","regrowth stand regenerating via spontaneous natural regeneration","0.5","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,12794,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18591,"Valle Azul","regrowth stand regenerating via spontaneous natural regeneration","7","woody","NAC",NA,NA,"biomass_ag_understory_OM","NI",9,NA,9,NA,9,12.1,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18592,"Valle Azul","regrowth stand regenerating via spontaneous natural regeneration","7","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,6945,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18593,"Valle Azul","regrowth stand regenerating via spontaneous natural regeneration","7","woody","NAC",NA,NA,"organic.layer_OM","NI",9,NA,9,NA,9,1.6,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18594,"Valle Azul","regrowth stand regenerating via spontaneous natural regeneration","7","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,6945,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18595,"Caballos","regrowth stand regenerating via spontaneous natural regeneration","7","woody","NAC",NA,NA,"biomass_ag_understory_OM","NI",9,NA,9,NA,9,9.6,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18596,"Caballos","regrowth stand regenerating via spontaneous natural regeneration","7","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,13959,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18597,"Caballos","regrowth stand regenerating via spontaneous natural regeneration","7","woody","NAC",NA,NA,"organic.layer_OM","NI",9,NA,9,NA,9,2.6,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18598,"Caballos","regrowth stand regenerating via spontaneous natural regeneration","7","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,13959,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18599,"Divino","regrowth stand regenerating via spontaneous natural regeneration","9","woody","NAC",NA,NA,"biomass_ag_understory_OM","NI",9,NA,9,NA,9,18.1,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18600,"Divino","regrowth stand regenerating via spontaneous natural regeneration","9","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,10603,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18601,"Divino","regrowth stand regenerating via spontaneous natural regeneration","9","woody","NAC",NA,NA,"organic.layer_OM","NI",9,NA,9,NA,9,2.1,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18602,"Divino","regrowth stand regenerating via spontaneous natural regeneration","9","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,10603,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18603,"Iguana","regrowth stand regenerating via spontaneous natural regeneration","13","woody","NAC",NA,NA,"biomass_ag_understory_OM","NI",9,NA,9,NA,9,20.4,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18604,"Iguana","regrowth stand regenerating via spontaneous natural regeneration","13","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,5385,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18605,"Iguana","regrowth stand regenerating via spontaneous natural regeneration","13","woody","NAC",NA,NA,"organic.layer_OM","NI",9,NA,9,NA,9,1.7,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18606,"Iguana","regrowth stand regenerating via spontaneous natural regeneration","13","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,5385,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18607,"Quesera","regrowth stand regenerating via spontaneous natural regeneration","16","woody","NAC",NA,NA,"biomass_ag_understory_OM","NI",9,NA,9,NA,9,13.6,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18608,"Quesera","regrowth stand regenerating via spontaneous natural regeneration","16","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,6427,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18609,"Quesera","regrowth stand regenerating via spontaneous natural regeneration","16","woody","NAC",NA,NA,"organic.layer_OM","NI",9,NA,9,NA,9,9.1,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18610,"Quesera","regrowth stand regenerating via spontaneous natural regeneration","16","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,6427,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min_diameter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18611,"Dubya","regrowth stand regenerating via spontaneous natural regeneration","20","woody","NAC",NA,NA,"biomass_ag_understory_OM","NI",9,NA,9,NA,9,26.2,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
18612,"Dubya","regrowth stand regenerating via spontaneous natural regeneration","20","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,7155,"1",NA,NA,"0.25","Biomass allometries: direct-harvest; biome-specific. 8 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","max_height","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0,TRUE,NA,NA,NA
